Gene,P0.05,P0.11,P0.16,p0.22,P0.30,C0.05,C0.11,C0.16,C0.22,C0.30,N0.05,N0.11,N0.16,N0.22,N0.30,L0.05,L0.11,L0.16,L0.22,L0.30,U0.05,U0.11,U0.16,U0.22,U0.30
YPL143W,0.086577939,0.841054282,1.147634168,1.525009991,1.853417784,1.172575408,1.227470844,1.346915327,1.511974664,1.810914364,1.355120807,1.267325581,1.312057217,1.718640948,1.951706242,1.640528998,1.462031119,1.671051069,1.676546315,1.833673922,0.434355044,0.975581157,1.355982839,1.460931018,1.739792437
YPL145C,0.056750479,-0.028614989,-0.112320146,-0.231798693,-0.086108835,-0.539366369,-0.535030329,-0.613654298,-0.54016172,-0.621121902,-0.089518564,-0.045999083,-0.094850409,-0.255307492,-0.313632607,-0.033660797,-0.215042203,-0.249984365,-0.165538594,-0.272054784,0.328255001,-0.170775071,-0.21231614,-0.239685462,-0.30744647
YPL154C,-0.025839066,-0.125737411,-0.322584819,-0.654101686,-0.971758409,0.30705382,0.020568592,-0.267925844,-0.267680985,-0.662038059,0.333857863,0.058043939,-0.063979105,-0.446685818,-0.693214945,-0.50035737,-0.699498327,-0.576802613,-0.776172518,-1.28442089,0.317820413,-0.306907003,-0.574512837,-0.765371772,-0.781328512
YPL160W,0.03686948,0.466858076,0.657384606,0.784715325,0.995600115,-0.090345556,0.245507716,0.348517856,0.585639108,0.793084886,-0.005851491,0.358124378,0.500106823,0.756133167,0.750737113,1.022412764,0.790958159,1.017531424,0.979037663,1.059322134,0.336864396,0.919244735,1.244925749,1.098486124,0.947071338
YPL170W,0.139217715,-0.134452108,-0.173460323,-0.272740555,-0.377770272,0.445204105,0.004261844,0.388507984,-0.413184766,-0.429751729,-0.374228647,-0.244415064,-0.702309421,-0.878265902,-1.396316255,-0.208482201,-0.112808337,-0.486996493,-1.016661402,-1.341428853,-0.843434311,-0.449814069,-0.593032824,-0.97164506,-0.587268169
YPL190C,1.089486759,0.343155473,0.218887395,1.024224476,3.828818699,-0.062434812,-0.064778399,-0.287461156,-0.327418078,-0.490808387,0.852140355,0.296429353,0.212529599,-0.382372237,-0.340082204,-0.092910331,-0.217530589,-0.600140968,0.558020239,-0.503305567,-0.430330997,-0.253648209,-0.559397693,-0.044694953,-0.557559285
YPL203W,0.004394935,-0.480097363,-0.752241014,-0.929919787,-1.251771005,0.262598448,-0.215865339,-0.591967632,-0.752322886,-1.179241771,0.322065941,-0.097596557,-0.227626724,-0.915145726,-1.031899313,-0.843850865,-0.914622553,-1.287165609,-1.10417904,-1.46336231,-0.57106073,-0.588080741,-0.995208876,-1.581805942,-1.393664361
YPL204W,0.043282848,0.044219834,-0.063660228,-0.034024225,-0.132295841,-0.14066813,0.000288248,-0.062334434,-0.123230082,-0.075738671,0.138809132,0.10462384,0.045477167,-0.14985702,-0.132910913,-0.149539355,-0.093302132,-1.616209012,-0.263412763,-0.269523846,-0.246922306,-0.124590169,-0.293894564,-0.128783972,-0.108026879
YPL212C,-1.170158037,-0.789389118,-1.041760116,-0.985934136,-0.478793604,-1.279943089,-1.256630667,-0.867203259,-0.986073204,-1.001737579,-0.488009077,-0.572691406,-1.458917564,-0.627557773,-0.748363245,0.168419487,0.031400253,-0.002069741,-0.094900865,-0.532200852,-0.441137421,-0.625263963,-0.77771421,-0.753162835,-0.961098731
YPL217C,-0.081605714,0.26206175,0.123350734,0.524705646,0.623590876,-0.322881837,0.151048902,-0.10223603,0.323423647,0.96193442,-0.086750472,0.016280191,-0.261054485,0.332175596,0.309361102,0.106150315,0.504786916,0.490138692,0.390979624,0.783009485,-0.010590616,0.429111516,0.135690432,0.34117109,0.7925606
YPL218W,0.093861558,0.245876941,0.27798374,0.219108721,0.282417472,0.233599772,0.300472174,0.317901445,0.173256177,0.038141164,0.048238532,0.274450605,0.229897151,0.199628214,0.226424152,0.089523002,0.12666273,0.130317738,0.072385366,0.129330766,-0.09762014,-0.039070013,-0.154036104,-0.001646228,0.19331325
YPL223C,-0.49392799,-3.655747697,-4.449216818,-5.540724816,-4.745085096,-0.435459829,-4.160031994,-2.584563281,-6.432772355,-4.354265693,-1.879662294,-3.991152956,-4.89628844,-4.642594878,-4.76408742,-4.430042992,-6.044363617,-4.674779278,-6.045391553,-5.005632633,-4.104616746,-4.220872868,-3.967501709,-5.164107331,-4.5878544
YPL225W,0.048147598,-0.226457184,-0.205958362,-0.32532198,-0.340054182,-0.004380981,-0.4686437,-0.514760824,-0.397153188,-0.481492029,0.401469317,0.211098374,0.086126605,-0.15097746,-0.288673081,0.055336957,-0.147727061,-0.178506184,-0.278164105,-0.452120812,0.388556174,-0.18566104,-0.206636535,-0.354885574,-0.458995221
YPL226W,0.051877929,0.24004724,0.383155638,0.318043787,0.245180605,-0.523041842,-0.338091476,-0.42595441,-0.264742474,-0.031795453,-0.252362601,-0.156431219,0.013059237,0.046670668,0.135896467,-0.733576211,-0.21544174,-0.001252377,0.109104916,0.251862154,-0.101089412,0.019268925,0.514242286,0.309464021,0.25494016
YPL231W,-0.064223731,0.319835199,0.344931525,0.274854372,0.125464169,0.650484516,0.691110971,0.710012138,0.433451636,0.352501687,-0.127607922,0.580828383,0.731949072,0.438131894,0.264158399,-0.494433244,-0.196410644,-0.24477193,-0.097528848,0.03451098,1.117668163,0.298048019,-0.074887934,0.093320864,0.791950189
YPL232W,-0.681136018,-0.610073394,-0.516822209,-1.292644666,-0.874435426,-0.798318485,-1.067540997,-1.466954037,-0.937158955,-1.146841004,-0.36268305,-0.585908061,-0.916014335,-1.289065916,-1.206935039,-0.464568464,-0.665283943,-0.816665343,-1.021842614,-0.966013708,-0.988400951,-1.128399546,-1.450189737,-1.332629484,-0.963158958
YPL235W,-0.043492285,-0.099543826,-0.134480019,-0.065597916,-0.169593454,0.045700504,-0.054910369,-0.213684089,-0.259987825,-0.311743673,0.267083177,0.249129985,0.350892712,0.026765767,-0.136548661,-0.292338492,-0.286464941,-0.243414615,-0.313982629,-0.162834723,-0.347061413,-0.350923049,-0.168167479,-0.175792434,-0.415585139
YPL237W,0.153526965,0.219616441,0.669918574,0.723576516,0.881115575,0.182173008,0.143397792,0.191964649,0.446407239,0.801457135,0.044820258,0.367842117,0.42793238,0.641809175,0.812134547,0.842680423,0.461239026,0.796368067,0.589059352,0.611982976,0.084089424,0.340936409,0.704789595,0.633845155,0.62180832
YPL239W,-0.118907765,-0.310161781,-0.308203472,-0.363774241,-0.296211184,-0.366271011,-0.335847606,-0.594595147,-0.698398586,-0.600292167,-0.444572347,-0.345308217,-0.443075342,-0.761099417,-0.385237562,0.299455223,-0.1621903,-0.302432368,-0.485222795,-0.490784192,-0.716198714,-0.693244133,-0.532976493,-0.461310223,-0.28387226
YPL240C,-0.024170654,-0.162247629,-0.265178872,-0.379087719,-0.112439803,-0.063822846,-0.349859599,-0.335384236,-0.569722504,-0.255671119,0.369418705,-0.249110978,-0.198966488,-0.08943236,0.04407329,-0.08263623,-0.248082012,-0.389778091,-0.250666394,0.088414822,1.061280225,0.532400185,0.516327952,0.167962004,0.17315136
YPL249C-A,0.125900081,0.798215271,1.125287798,1.619434531,1.992500214,1.338042718,1.318020092,1.352973045,1.602436186,1.894484818,1.291827967,1.195021138,1.427090937,1.824716078,1.863783628,1.774494283,1.499035179,1.726433442,1.827340345,1.861149319,0.363775222,1.016093019,1.324225809,1.61297366,1.781761729
YPL260W,-0.182791539,-0.232011993,-0.352799343,-0.632935729,-0.719252238,0.14031655,-0.122370922,-0.229179527,-0.396437474,-0.421109098,0.228674724,0.308423599,0.008894781,-0.47456915,-0.859444201,-0.64347502,-0.954548161,-0.998832615,-1.055605627,-1.122939623,-0.133672127,-0.332302777,-0.596821271,-0.760104908,-0.677397894
YPL262W,0.011707981,-0.006064325,-0.029465852,-0.093602835,-0.060052583,0.65455618,0.333958772,0.787331183,0.798448666,0.189939097,-0.186263109,-0.205601457,-0.225658192,-0.188378567,-0.258670784,0.132449135,-0.119045412,-0.134206193,-0.303278289,-0.223578204,-0.057220625,-0.001739378,-0.04766442,-0.182425856,-0.460372333
YPL265W,0.261897015,0.522552348,0.353075472,0.132158382,2.539923298,0.331126664,-0.495434066,-0.491786741,-0.553865012,0.81343043,3.74303734,3.067801224,2.776060469,1.922842105,2.143078892,1.697941778,3.174055123,3.597103825,2.865819229,3.348245952,0.606919721,1.045605043,0.953951315,-0.814044585,1.347966185
YPL271W,-0.767717304,-1.176309812,-0.959880005,-0.714573633,-0.56720981,0.279380271,-0.551927024,-0.507461208,0.387847146,-0.200437657,-0.502500581,-1.48537977,-1.494451432,-1.235212703,-1.486649713,-0.912563634,-0.979298172,-1.109110562,-1.13528985,-1.030325117,-0.324030856,-0.284841561,-0.605103676,-0.704658963,-1.120184065
YPL273W,0.075322684,-0.114219332,-0.236514173,0.365981595,0.552252161,0.618866415,0.418651969,1.046636003,0.587656021,0.650488983,0.984607124,0.183400099,0.263962875,0.653849791,0.746860626,1.796060414,1.164212314,0.737223624,0.938147937,0.416779551,-0.398490194,-0.34704115,0.618820631,0.938110812,0.625773481
YPR001W,-1.252824338,-1.341516812,-1.366262132,-1.509731326,-1.371104771,-3.752529513,-3.594843865,-2.689343559,-2.345655271,-2.485134211,-1.912405852,-1.783740668,-1.982931391,-1.643906856,-1.419313752,-2.283622659,-1.708052159,-1.688969293,-1.560652189,-1.734112233,-2.946005581,-2.27502458,-2.453692018,-2.048971117,-2.034233905
YPR002W,0.258869101,0.205003762,0.595659884,-0.851821252,1.111942093,3.621771588,3.293984544,4.772940121,1.185313239,1.560668954,1.024294278,0.889915303,1.272327805,-0.390346069,0.759815565,2.074118755,2.093633133,1.747102561,1.906497131,1.060918827,1.862786222,2.790175733,2.051295961,2.495395348,2.065770702
YPR004C,0.05230206,0.044547626,0.028076731,0.22942123,0.026095993,0.278097397,0.303349274,0.477570719,0.593222044,0.319423513,-0.105891313,0.175499248,0.430300003,0.230674263,0.20589012,0.506749606,0.581010821,0.321488426,0.323875077,0.39592371,0.152803219,0.208554654,0.05004236,0.228986294,0.127613409
YPR010C,-0.150888893,0.251235115,0.54485101,0.449437575,0.8116395,-0.008242748,0.462749566,0.255529177,0.202082322,0.709571916,-0.13395438,-0.068047508,0.214486713,-0.006548704,-0.226751876,0.229372214,0.735733497,0.554961684,0.536352006,1.124130961,-0.092378337,0.31786067,0.397354801,0.482666064,0.40416312
YPR016C,-0.065073747,0.280743183,0.212436938,0.309117463,0.562841802,0.067246329,0.29971913,0.136282737,0.235554702,0.329504932,0.129001399,0.21738908,0.188623004,0.122238145,0.288286709,0.190353256,0.178765869,0.124337989,0.381964872,0.294999496,-0.065039665,0.004775799,0.121713696,0.180228207,0.326594564
YPR033C,-0.092235429,0.147841457,0.174541132,0.129426286,0.020632871,-0.508832883,-0.310184138,-0.296461316,-0.252396997,-0.078841343,-1.181851396,-0.443385949,-0.118996609,0.07616745,0.095963009,0.550404284,0.473923538,0.475989693,0.23309063,0.264835529,0.111242768,0.218000043,0.413916254,0.256464624,0.202493414
YPR034W,0.389094286,1.182351111,1.166503429,0.415098627,1.431778469,0.952483918,1.038867648,0.483158636,0.510895063,1.002554257,0.987134623,2.571050123,0.686352692,0.474286937,1.311152736,1.251885984,1.555974542,2.383768518,1.457212576,1.534276447,0.270429668,0.69888727,0.350692391,0.372373617,2.017423789
YPR035W,0.197240421,0.264289702,0.417619706,0.825883987,1.417596643,-0.830943402,-0.113682184,-0.524719703,0.002503526,0.646571745,1.641495384,1.732056783,1.714182487,1.998452722,1.868399292,0.108147799,0.955016503,0.734178826,0.868303893,1.132864871,1.323987563,1.572787574,1.096931976,1.296225051,1.113969308
YPR036W,0.037291902,0.168758567,0.251701631,0.389610626,0.154085692,0.03207097,-0.16304744,-0.222522346,-0.111709137,-0.031692103,0.501360201,0.789345549,0.84758143,0.485340301,0.336524995,-0.133820114,0.064276382,0.115602594,0.111992012,0.275556814,0.490302073,0.485546114,0.188971202,0.387836235,0.342092642
YPR041W,-0.107374753,0.172341651,0.212113339,0.384665736,0.261209853,0.065942754,0.069152236,0.256133413,0.322099309,0.502562206,-0.155900548,0.088214134,0.193529206,0.215533861,0.397232959,0.232884868,0.310928821,0.171713089,0.148824306,0.516470341,-0.0053699,0.095391226,0.441778001,0.304198963,0.238475036
YPR058W,0.039439361,-0.013553909,-0.079696373,-0.24318454,-0.506623783,-0.732189602,-0.657759647,-0.961599976,-1.544839065,-2.028739483,-0.518295984,-0.199781321,-0.489993322,-0.445310844,-0.309780263,0.794964073,1.016735499,0.516083361,0.217111398,-0.277130685,-0.674378829,-0.964487079,-0.447236566,-0.671795011,-0.252702041
YPR069C,0.008524465,0.467436889,0.62509203,0.672651812,0.699123889,0.385845544,0.38169624,0.444531459,0.386037085,0.523191592,0.560941198,1.068648453,1.059993437,1.116824607,1.029166504,-0.090379004,0.276932899,0.641180742,0.802782329,0.559654087,0.180144938,0.207409672,0.614422028,0.637004468,0.633793433
YPR074C,-0.056399927,0.048896467,0.085016183,0.021414807,-0.143648446,-1.145280443,-0.561224499,-0.363575123,-0.273637452,-0.336093072,-0.793108611,-0.460681686,-0.40160007,-0.294763648,-0.305733542,-0.191885577,-0.324938128,-0.212569806,-0.149612508,-0.036224972,0.809805448,0.509013324,0.375000757,0.476918968,0.204241562
YPR088C,0.079249218,-0.975494676,0.29123687,0.498486694,0.107083551,0.200966116,0.217881906,0.30239291,-0.031988762,-0.017791244,0.138476294,0.32649492,0.461935417,0.272436252,0.456500639,1.268609935,0.027686966,0.591715708,-0.100635645,0.143788494,0.067021179,-0.153542674,-1.376056477,-2.570427359,-0.106548348
YPR102C,0.164224037,0.758729686,1.204182414,1.50466107,0.845737101,1.038599748,1.087123725,1.092275487,1.41931663,1.511893094,1.094963571,0.959589325,0.949513461,1.190692623,1.463196373,1.539248384,1.434419453,1.596962652,1.720034227,1.760365172,0.25970473,0.949700187,1.291950842,1.292884554,1.458144943
YPR103W,0.087953319,-0.08852658,-0.144156074,-0.320417692,-0.366691821,-0.138514254,-0.333635828,-0.240976986,-0.351417177,-0.516476014,0.171709226,-0.073485073,-0.138039168,-0.175949739,-0.234241881,0.014976384,-0.343028624,-0.289361795,-0.373780431,-0.613946279,-0.071092455,-0.353578488,-0.56475675,-0.315081869,-0.359914049
YPR108W,-0.270712005,-0.280018988,-0.451885937,-0.24130914,-0.011914194,-0.425016564,-0.212548345,-0.48022265,-0.176747128,-0.398139648,-0.061638037,-0.107316045,-0.019888172,0.099774897,0.142908441,-0.124055193,-0.336092363,-0.140493058,-0.147777799,-0.182759357,-0.680742101,-0.494171769,-0.369166715,-0.348759352,0.036848411
YPR110C,0.094859234,0.283750926,0.403025889,0.32595759,0.36611628,-0.300636376,0.168421035,0.155195857,-0.029796369,0.249849278,-0.182579878,-0.016756724,-0.017536282,0.236897933,0.253770596,0.556924232,0.471971262,0.469832601,0.856683849,0.70352214,-0.332227822,-0.004891769,0.381148504,0.115566304,0.155308066
YPR113W,-0.557075037,0.067776746,-0.157340883,0.531763,0.063747166,-0.696923774,0.219482021,-1.125722579,-0.158108596,-0.495782791,0.321422278,0.499127262,0.908914078,0.110765368,0.409908934,0.515981137,0.341846842,-0.164161171,-0.067076171,0.145344012,-0.325371655,0.244411586,-0.370857705,-0.154668765,-0.06756471
YPR127W,-0.054107671,-0.787714215,-1.425199982,-1.565294394,-2.309749068,0.416783568,-0.81633184,-1.009155003,-1.441361856,-1.483093432,0.793935114,-1.110337725,-1.486150197,-1.893535952,-1.670383676,-2.267868397,-3.13164772,-2.290386304,-2.509204063,-2.894806601,0.086082453,-0.914960315,-1.611715039,-1.822441369,-1.521338357
YPR133C,-0.189718938,-0.212264606,-0.144030701,-0.140821278,-0.293045125,0.048948454,-0.266536816,-0.890329338,-0.578289558,-0.417806022,0.096817587,0.331564116,0.111434695,-0.139048793,0.545298193,0.496457871,-0.125217858,0.167943295,-0.771566882,0.203365257,-0.262716422,-0.32218447,-0.150884625,-0.399613424,-0.421931865
YPR145W,0.12075888,-0.251120566,-0.237478871,0.056056778,0.973547007,-1.18877571,-0.868671538,-1.383541188,-0.991970904,-0.957348217,-0.57508972,-0.545781055,-0.450334441,0.031535648,0.514777136,2.051108206,1.574560689,1.408077106,1.014426264,0.458279337,-0.470272214,0.171745022,0.604531523,0.296054961,-0.103736828
YPR148C,0.173768302,0.175293424,0.255181537,0.109905168,0.215389022,1.105492317,1.440856935,0.491565954,0.205473469,0.023251465,0.32025939,0.36349904,-1.255920116,-0.036244304,0.594545313,1.218150984,0.569713078,-0.108539646,0.221859622,0.142913965,0.006308032,-0.069501946,0.292507049,0.098885501,0.42884709
YPR149W,-0.569487051,-0.758349973,-0.685666092,-0.707651719,-0.447765404,0.631711122,0.538042118,-0.457091573,-0.620898383,-0.654893127,1.168989826,0.24779828,0.172829393,-0.788029759,-0.35236403,-0.423763228,-0.836913833,-0.94841792,-0.581335139,-0.778103004,-0.722838235,-0.09768782,-0.572540716,-0.585504899,-0.373137889
YPR160W,-0.111171213,-0.440844346,-1.022921331,-1.494355221,-2.094773653,0.990505299,0.830429478,-0.089947989,0.592520973,0.175964967,1.170272767,0.239853116,-0.079496484,-1.247113678,-0.712208014,-2.204930313,-2.354702766,-2.630704047,-2.088093898,-2.401778044,0.579996144,-0.65043345,-1.853403343,-2.256328015,-0.777108479
YPR163C,0.138938684,0.320937605,0.239466807,0.123745257,0.346286877,-0.263618379,-0.103420475,-0.038137975,-0.002106068,0.137310579,-0.28900042,0.099157163,0.063938411,0.186549637,0.180009047,0.404382737,0.365962452,0.31543743,0.22796602,0.383516686,-0.32755511,-0.223262654,0.004438009,0.087918897,0.099498739
YPR165W,0.006673604,0.061628029,-0.149126569,0.05857711,-0.365062757,0.06568624,-0.025017259,-0.187554082,-0.003546224,-0.016001363,0.55799401,0.446652701,0.337979442,-0.082145927,-0.064566443,0.098953432,-0.020603435,-0.256006529,-0.233138295,-0.325851635,0.327817058,-0.035219166,-0.56869522,-0.586630355,-0.271791919
YPR167C,-0.088961394,-0.728737366,-1.178589786,-1.651860671,-2.413227423,-0.71159396,-2.294036224,-2.221409818,-2.910779001,-3.644849805,1.490868988,0.164244492,-0.340508175,-1.826022,-1.699093073,-0.576332647,-1.322221046,-2.020218676,-2.499206342,-3.286498557,-0.779220155,-1.496219259,-3.745060188,-3.098546677,-2.542458278
YPR181C,0.073828082,0.013412032,-0.01649173,0.152632012,-0.232057934,0.397242095,0.474465556,0.39932854,0.386295539,0.468588994,0.536264567,0.398790602,0.456191068,-0.099196415,0.549248972,0.304396746,0.230432907,0.34724922,0.332392565,0.551369237,0.304260065,0.431712227,0.754349984,0.603649443,0.592863535
YPR183W,0.000516091,-0.009680555,0.002763841,-0.07509138,-0.282071902,0.279381968,0.145351911,0.00656341,-0.153122321,-0.436554841,-0.062949136,-0.009658303,-0.176081745,-0.239909895,-0.335430294,0.259929195,0.050679407,-0.12931727,-0.383152524,-0.362432713,-0.139457091,-0.297537428,-0.198651225,-0.40636494,-0.168869801
YPR184W,-0.181464883,-0.452984321,-0.932766237,-1.527604352,-0.184373875,0.564095777,0.087332027,-0.322871524,0.122421649,-0.100445142,0.556151459,0.154871895,-0.05858062,-1.134901086,-1.248278777,-1.19405699,-2.076369887,-1.881563462,-2.177885933,-2.89015186,-0.048245745,-0.736197208,-2.073381022,-3.112410914,-1.354237971
YPR189W,-0.048911754,0.121065573,0.178153864,0.310065061,0.221856932,-0.726566039,-0.155553298,-0.319841477,-0.340735538,-0.321333115,0.127533132,0.207342715,0.042269283,-0.077900153,0.056371349,-0.267545347,-0.454462935,-0.151823694,-0.505024903,0.196061155,-0.714231608,-0.34579871,-0.239346499,0.030494374,-0.231967138
YPR191W,0.018012784,-0.012806082,-0.308675177,-0.607424924,-1.443153855,0.63164269,0.680055333,0.905111095,1.054585576,0.569898858,-0.432987056,-0.456490591,-0.483853094,-0.988459845,-1.134945048,-0.430539808,-1.007490624,-1.511741657,-1.70520677,-1.619288981,-0.070589752,-0.586949649,-1.090745129,-1.057859511,-1.120875762
YIL148W/YKR094C,-0.419916737,-0.261451473,-0.111514095,0.109368341,0.344617146,0.293356296,0.043205873,0.248824948,0.455132074,0.56222068,0.7343804,0.759372123,0.709129117,0.566697171,0.775689537,-0.071698526,-0.180740639,0.082641606,0.273078494,0.096212702,-0.109526933,0.54658573,0.450383836,0.376326788,0.390352253
