m/z	metabolite	BY003_01	BY003_02	BY003_03	BY003_04	BY003_05	BY003_06	BY003_07	BY003_08	BY003_09	BY003_10	BY003_11	BY003_12	BY003_13	BY003_14	BY003_15	BY003_16	BY003_17	BY003_18	BY003_19	BY003_20	BY003_21	BY003_22	BY008_01	BY008_02	BY008_03	BY008_04	BY008_05	BY008_06	BY008_07	BY008_08	BY008_09	BY008_10	BY008_11	BY008_12	BY008_13	BY008_14	BY008_15	BY008_16	BY008_17	BY008_18	BY008_19	BY008_20	BY008_21	BY008_22	BY012_01	BY012_02	BY012_03	BY012_04	BY012_05	BY012_06	BY012_07	BY012_08	BY012_09	BY012_10	BY012_12	BY012_13	BY012_14	BY012_15	BY012_16	BY012_17	BY012_18	BY012_19	BY012_20	BY012_21	BY012_22	BY009_01	BY009_03	BY009_04	BY009_05	BY009_07	BY009_08	BY009_09	BY009_10	BY009_11	BY009_12	BY009_13	BY009_14	BY009_15	BY009_16	BY009_17	BY009_18	BY009_19	BY009_20	BY009_21	BY009_22	BY010_01	BY010_02	BY010_03	BY010_04	BY010_05	BY010_06	BY010_08	BY010_09	BY010_10	BY010_11	BY010_12	BY010_13	BY010_14	BY010_15	BY010_16	BY010_17	BY010_18	BY010_19	BY010_20	BY010_21	BY010_22	BY010_23	BY010_24	BY010_25	BY010_26	BY010_27	BY010_28	BY013_01	BY013_02	BY013_03	BY013_04	BY013_07	BY013_08	BY013_09	BY013_10	BY013_11	BY013_12	BY013_13	BY013_14	BY013_15	BY013_16	BY013_17	BY013_18	BY013_19	BY013_20	BY013_21	BY013_22	BY013_23	BY013_24	BY013_25	BY013_26	BY013_27	BY013_28	BY013_29	BY013_30	BY013_31	BY013_32	BY005_01	BY005_02	BY005_03	BY005_04	BY005_05	BY005_06	BY005_07	BY005_08	BY005_09	BY005_10	BY005_11	BY005_12	BY005_14	BY005_15	BY005_16	BY005_17	BY005_18	BY005_19	BY005_20	BY005_21	BY005_22	BY006_01	BY006_02	BY006_03	BY006_04	BY006_05	BY006_06	BY006_07	BY006_08	BY006_09	BY006_10	BY006_11	BY006_12	BY006_13	BY006_14	BY006_15	BY006_16	BY006_17	BY006_18	BY006_19	BY006_20	BY006_22	BY007_01	BY007_02	BY007_03	BY007_04	BY007_05	BY007_06	BY007_07	BY007_08	BY007_09	BY007_10	BY007_11	BY007_12	BY007_13	BY007_14	BY007_15	BY007_16	BY007_17	BY007_18	BY007_19	BY007_20	BY007_21	BY007_22
218.07	O-Succinyl-L-homoserine	O-Succinyl-L-homoserine_218.07	63118.42105	108141.5789	132622.1053	142263.1579	40474.5098	88030.39216	56742.15686	44197.54902	68744.60784	80708.33333	63214.70588	74754.90196	53102.45098	61089.70588	80490.19608	98024.53704	54904.62963	55966.2037	54273.98374	55342.30769	40156.25	78981.52174	90491.02564	145250	102778.2051	112386.5385	48955.88235	100557.6471	98186.47059	63697.05882	87274.70588	99382.94118	70901.17647	67796.47059	99708.23529	133945.8824	79345.55556	81043.15789	59145.78947	35522.93578	58654.16667	34710.46512	56411.53846	63434.61538	30026.69173	27946.99248	45024.43609	21477.81955	35178.19549	30267.66917	35711.65414	44093.23308	33892.10526	42136.46617	48322.55639	56422.18045	43117.29323	51675	57785.71429	42827.89116	41751.65563	39915.80645	47632.40741	51867.73256	45768.57143	129874	150674.6667	109534	137848.7342	147947.1519	62763.41463	129873.1707	94359.14634	111737.1951	102260.9756	87967.07317	128840.5882	104771.7647	56155.88235	106770.5882	139819.4118	97320.11494	118787.3563	101584.2697	132739.1304	80049.32432	72951.35135	123493.9189	108088.5135	111423.6486	130850.6757	102973.6486	105925	133410.8108	108918.9189	124681.7568	108989.1892	83508.10811	97005.40541	102139.375	86495	83383.52941	91874.11765	87676.96629	70076.96629	73050	89902.65957	76286.70213	70540.95745	46767.45283	63356.81818	58123.36066	73668.98734	91962.65823	43651.89873	107674.6835	84635.54217	94801.20482	108854.8193	123596.988	106464.1176	83482.94118	95248.23529	82450.58824	79692.94118	78411.17647	101425.2809	86150	38670.22472	65802.80899	62976.40449	78570.22472	62364.04494	67636.66667	101320.1087	66490.76087	90695.65217	78957.94393	43415.27778	63850.92593	62026.33929	56913.49206	97226.31579	66844.07895	95681.57895	127978.9474	100402.5641	92739.10256	95884.61538	100439.7436	63002.5641	56871.79487	97648.71795	107220.5128	96713.46154	117358.9744	124256.9892	94593.54839	60880.64516	74411.57407	105935.1852	91432.5	96043.25397	116788.5057	75643.10345	101982.7586	99649.42529	98460	136878.3333	62392.77778	57612.77778	163796.1111	94375.55556	110642.7778	92825.55556	82047.89474	91317.36842	95584.21053	93296.46465	111451.5152	87445.08929	137701.6529	122174.7934	88960.82803	61140.21739	83559.23913	103828.8043	101435.3261	76995.1087	91099.45652	86172.28261	65545.1087	109926.6304	117977.7174	88788.04348	85051.08696	96310.32609	113565.7609	74147.82609	77014.95327	41933.17757	66513.67521	91760.76923	53985.44776	94028.87324	49709.85915
218.1	(R)-Pantothenate	(R)-Pantothenate_218.10	277270.5263	195237.8947	195598.9474	157682.6316	250363.7255	134615.1961	215269.1176	242923.5294	180288.7255	160584.3137	253224.0196	171819.1176	257816.1765	216112.7451	175025.4902	173624.0741	157894.4444	143131.9444	151200	160383.0769	126088.9706	105073.913	387780.7692	271413.4615	360929.4872	338579.4872	303923.5294	187453.5294	251032.9412	357924.7059	275413.5294	270114.7059	321231.1765	328890.5882	276050	253392.3529	241612.7778	178129.4737	192529.4737	245414.6789	150451.6667	140182.9457	147020.3846	134524.6154	203889.4737	238004.8872	165701.8797	241228.9474	118818.0451	183733.0827	171872.9323	120114.2857	185801.5038	185238.7218	128013.9098	120680.8271	173657.1429	94669.28571	127757.8571	138214.966	91404.30464	87411.6129	70958.02469	74681.39535	69053.80952	166745.3333	208506.6667	240216.6667	197882.2785	235144.9367	144057.3171	147060.9756	123918.2927	187737.1951	153647.561	154015.8537	160178.8235	207116.4706	137367.0588	204451.1765	157967.6471	133712.069	142210.3448	164282.0225	168589.1304	140191.8919	139955.4054	230854.0541	209184.4595	242216.2162	173216.2162	188573.6486	170537.1622	218183.7838	257453.3784	173212.1622	188925	310697.2973	259745.9459	196674.375	98712.5	183908.8235	163074.7059	169829.2135	83702.80899	158554.4944	127469.1489	141777.1277	125292.0213	181430.6604	142528.6364	135465.1639	122093.6709	108356.962	78847.46835	132121.519	120742.7711	121764.4578	141317.4699	168656.0241	61854.11765	117625.2941	215860	132153.5294	127169.4118	123096.4706	164547.191	105320.7865	71838.76404	109772.4719	92383.70787	116240.4494	121303.3708	120087.2222	132784.7826	118882.0652	143277.7174	117250.9346	126557.4074	133862.5	117099.5536	85953.57143	197661.1842	100284.8684	137132.2368	158715.7895	80998.71795	135885.8974	183625	122213.4615	101693.5897	66176.28205	130534.6154	137437.1795	221762.8205	128438.141	114625.2688	130821.5054	72068.8172	103072.2222	82689.81481	104524.1667	47668.25397	133091.3793	115560.3448	132870.6897	154201.1494	123601.6667	124872.2222	216274.4444	94428.88889	129772.2222	141608.8889	144068.3333	149743.3333	140595.2632	140114.7368	146944.2105	108184.3434	154545.4545	151745.0893	77046.69421	105521.0744	100315.2866	97715.76087	114948.913	133773.913	144006.5217	193188.0435	169765.7609	198018.4783	106423.913	139363.587	109355.9783	117017.3913	141175.5435	126491.8478	131047.8261	133790.7609	118358.4112	93598.13084	115729.9145	87162.30769	73030.97015	77735.21127	80943.30986
223.07	3-Hydroxy-L-kynurenine	3-Hydroxy-L-kynurenine_223.07	18623.15789	19703.15789	18172.10526	15053.68421	15125.98039	15481.86275	18620.58824	16127.94118	19096.56863	14238.72549	14155.88235	17339.70588	18057.84314	17048.03922	16494.11765	19624.07407	16481.01852	18724.53704	14267.47967	16628.07692	13910.66176	14309.42029	21540.38462	23458.97436	21785.89744	20042.94872	13414.70588	18311.76471	16181.17647	22272.35294	18136.47059	19401.17647	21478.23529	19186.47059	21538.23529	24067.64706	15122.22222	20521.05263	21376.31579	19854.12844	16625	14063.56589	15247.69231	14696.15385	11666.16541	12922.93233	10141.35338	12002.25564	9813.533835	9998.496241	11683.83459	13500.37594	11241.35338	12459.02256	12762.78195	12381.20301	14072.93233	11879.64286	13151.07143	14193.19728	12359.60265	13157.74194	14369.1358	14397.09302	10909.7619	16995.33333	15972.66667	19196	17956.96203	20398.10127	15742.68293	15734.7561	13960.36585	17097.56098	19515.2439	15704.26829	17495.29412	14916.47059	14883.52941	15698.23529	17585.88235	16622.41379	13993.67816	16010.11236	16978.26087	20679.72973	18845.27027	23398.64865	16981.08108	17797.2973	20378.37838	18720.27027	19214.18919	22538.51351	19179.05405	18440.54054	23218.24324	15246.62162	17348.64865	18399.375	23433.125	19074.11765	15328.82353	16402.80899	17306.17978	15454.49438	12556.91489	15638.29787	15392.02128	12569.81132	13436.81818	18640.57377	18702.53165	24979.11392	27288.60759	17519.62025	18959.63855	19200	17725.3012	20209.03614	26213.52941	20685.29412	17981.76471	19004.70588	24997.64706	16681.17647	17557.30337	16800.5618	20502.80899	19006.17978	18352.24719	15067.97753	22078.65169	16765	19944.02174	19314.67391	16714.67391	13789.25234	13292.59259	18709.25926	18165.17857	16175.39683	14488.81579	13824.34211	12798.02632	15001.97368	16246.79487	12815.38462	14301.92308	14007.69231	11657.69231	11650	13502.5641	13766.66667	12906.41026	14609.9359	12464.51613	11888.70968	10298.92473	11408.33333	11146.2963	11162.5	11370.2381	13250	14188.50575	12437.35632	12352.29885	11219.44444	15637.77778	11530	13212.77778	16542.77778	11793.88889	17378.33333	11345.55556	12269.47368	11464.73684	11923.68421	10885.85859	12174.24242	11805.80357	16400	10380.16529	8597.452229	12364.67391	12271.73913	12604.34783	13046.19565	11634.23913	12829.8913	13240.76087	11240.76087	12659.78261	12952.17391	11308.15217	15123.36957	11844.02174	13081.52174	12001.08696	10086.4486	10421.02804	8757.264957	8692.692308	8772.38806	8705.28169	9211.619718
225.19	tetradecenoate (n-C14:1)	tetradecenoate (n-C14:1)_225.19	23557.89474	14690.52632	32812.63158	12076.31579	19188.72549	10472.54902	11376.96078	11724.01961	17234.80392	9648.529412	17881.86275	12081.37255	48249.01961	8075.490196	16418.13725	10285.18519	11866.66667	14888.42593	19601.62602	10586.53846	11051.10294	10655.43478	25643.58974	17536.53846	22985.89744	13130.12821	19140	16946.47059	17811.17647	18577.64706	20172.94118	14292.35294	18540	16866.47059	15704.11765	13299.41176	20705	12415.26316	10542.10526	23811.46789	14427.5	11598.44961	9444.615385	10122.30769	10420.67669	12357.89474	17097.74436	25413.53383	10752.63158	15221.80451	9513.533835	13363.90977	13421.42857	19184.21053	12200.75188	15540.22556	20323.30827	13137.14286	10283.57143	17278.91156	19210.92715	12021.93548	10795.06173	8702.325581	12533.33333	17473.33333	14820.66667	13939.33333	16178.48101	16102.53165	17095.73171	22945.12195	15438.41463	29823.17073	15477.43902	16203.65854	16110.58824	19647.05882	15220	18952.35294	16561.76471	17296.55172	15860.91954	15926.40449	17446.19565	19764.18919	18995.94595	31595.94595	21686.48649	19241.89189	19473.64865	16961.48649	33844.59459	156495.9459	19364.18919	16607.43243	18848.64865	16049.32432	20714.86486	19244.375	24503.125	20385.29412	16812.35294	16696.62921	16483.14607	13106.17978	14483.51064	16178.19149	13757.97872	20809.43396	14596.81818	14546.31148	18974.68354	20340.50633	26558.86076	17194.93671	17540.36145	16692.77108	15701.20482	25436.14458	20264.11765	16685.88235	15710	17942.35294	18152.94118	16612.35294	19630.89888	16446.06742	18216.85393	17851.68539	16212.92135	15064.60674	17965.16854	16888.33333	20255.97826	17201.63043	15014.67391	12776.63551	16187.5	17235.18519	14577.23214	23623.4127	19041.44737	17928.28947	19087.5	15421.05263	40064.74359	30498.07692	30966.02564	23935.25641	28661.53846	20216.02564	22432.05128	16762.17949	14458.97436	19411.85897	23112.90323	17651.07527	33008.06452	31363.42593	17124.07407	18074.58333	16028.96825	16714.94253	21337.35632	15828.16092	14158.62069	20331.66667	21402.22222	17318.88889	19590.55556	47388.88889	16450.55556	29616.11111	18132.77778	14750	15428.94737	14435.26316	14267.17172	31625.25253	16490.17857	51976.44628	10597.93388	8909.872611	16701.08696	14609.23913	16002.17391	12113.58696	15318.47826	16420.65217	16989.67391	17554.34783	13044.56522	24088.58696	24752.71739	35610.86957	21296.73913	14880.97826	29066.84783	13673.36449	14365.42056	12167.94872	9418.076923	10879.47761	10112.67606	10292.25352
226.01	L-Glutamate 5-phosphate	L-Glutamate 5-phosphate_226.01	28813.68421	17098.42105	18592.10526	15801.57895	33287.7451	19231.37255	22061.27451	21545.58824	23046.07843	18914.21569	31167.15686	23521.56863	33689.70588	30715.19608	37918.62745	34065.74074	62991.66667	39200	53116.26016	49166.53846	92239.33824	59681.52174	20297.4359	20262.17949	24325	21438.46154	19951.76471	25457.05882	25380	25867.05882	31912.35294	31299.41176	34679.41176	30766.47059	39747.05882	53250.58824	38855.55556	37045.78947	44259.47368	39565.59633	62415.41667	48528.68217	38811.15385	40406.92308	14640.6015	14464.28571	10886.09023	22841.72932	18024.81203	17542.4812	21806.01504	28191.72932	23315.78947	25125.56391	33116.91729	27306.01504	34509.77444	38568.21429	44771.07143	47391.15646	86639.07285	61192.90323	196709.8765	72554.06977	65182.38095	69876.66667	59311.33333	37404.66667	41829.11392	51402.8481	64041.46341	52821.34146	55945.12195	42905.4878	49460.36585	56253.04878	45110	52195.29412	55045.88235	36248.82353	54572.94118	58921.83908	55904.5977	56355.61798	76374.45652	38720.27027	55125.67568	43967.56757	41951.35135	24743.24324	37791.21622	31370.94595	28457.43243	41015.54054	26822.97297	29631.08108	34920.27027	20744.59459	29481.08108	44504.375	47511.875	42024.11765	27099.41176	38450.5618	50960.67416	16585.95506	19345.74468	26361.70213	24518.61702	15010.84906	12449.54545	14954.5082	102991.7722	78782.27848	61166.4557	59696.20253	72083.13253	62900	46234.33735	55437.3494	78742.94118	67664.70588	30254.11765	86158.23529	89768.82353	60927.05882	42369.66292	64928.08989	43963.48315	84411.23596	53788.20225	48156.74157	69444.38202	50501.66667	48011.95652	68413.04348	33000.54348	25453.73832	22702.77778	23532.40741	15426.78571	19306.34921	31904.60526	44182.89474	37759.86842	32844.07895	45873.71795	33620.51282	36184.61538	44473.71795	34908.97436	43138.46154	40555.12821	30107.05128	28775.64103	46043.58974	26591.93548	31719.35484	37126.34409	47990.27778	37155.09259	24142.08333	28352.77778	28556.32184	45528.16092	30773.56322	33417.24138	29957.22222	29886.66667	28389.44444	45101.66667	29414.44444	31743.88889	33342.22222	26745	31014.21053	28073.68421	29751.05263	26009.59596	30317.17172	35071.875	31323.55372	23587.60331	11904.14013	67619.02174	47566.30435	30197.28261	28279.8913	32196.73913	26986.41304	29997.28261	45997.82609	38045.1087	31353.26087	32098.36957	35338.04348	29901.63043	27464.13043	38895.1087	21575.23364	44348.59813	33133.33333	30929.61538	39595.89552	18515.84507	21863.73239
226.08	Deoxycytidine	Deoxycytidine_226.08	17291.57895	19295.26316	19469.47368	16883.15789	12747.54902	12712.7451	14261.27451	12962.7451	14504.41176	13254.41176	12300	15031.37255	18671.07843	15103.92157	19213.23529	29803.7037	17449.53704	22306.01852	24195.12195	26239.23077	25937.86765	31964.13043	21467.30769	25539.74359	22117.94872	21036.53846	10894.70588	17863.52941	17564.70588	21702.35294	18797.05882	19081.17647	19112.35294	19116.47059	20366.47059	25818.82353	17007.22222	23878.94737	25677.89474	21368.80734	33305	31119.37984	44835.38462	47686.15385	9368.045113	10652.63158	10720.30075	11044.3609	8998.120301	8550.75188	10151.8797	13152.63158	9683.082707	12384.58647	13526.31579	11024.06015	13486.09023	12016.78571	14738.21429	15215.98639	17798.6755	22199.35484	19549.69136	22337.2093	21245.71429	34134.66667	29265.33333	30694	25070.25316	30330.6962	23046.95122	26193.90244	20221.95122	21306.70732	22896.95122	23227.43902	23225.88235	23937.05882	18181.76471	23342.94118	22371.17647	27600	19763.21839	29453.37079	28848.91304	28590.54054	35300	42012.83784	40585.81081	36615.54054	35322.2973	38674.32432	45233.78378	48280.40541	37174.32432	33838.51351	35397.97297	29170.94595	33910.81081	38205.625	34893.125	37337.64706	29434.11765	38290.44944	29021.91011	27537.64045	21339.89362	27395.74468	20776.06383	19580.18868	22475	23426.63934	32720.88608	28927.8481	35495.56962	30939.87342	27466.26506	28817.46988	40503.61446	45333.13253	31025.29412	26045.29412	24578.23529	34035.29412	28367.64706	26507.64706	39947.75281	25330.33708	31783.70787	23836.51685	26792.69663	27182.02247	30600.5618	33503.88889	36260.86957	25358.69565	28230.43478	21600.93458	20317.12963	29461.57407	19670.08929	39146.8254	19065.78947	14555.26316	20448.68421	27195.39474	25411.53846	18971.79487	19605.76923	18795.51282	14860.25641	15429.48718	16137.82051	18840.38462	19202.5641	28527.24359	20631.72043	14482.7957	13267.74194	16043.98148	21230.55556	26406.66667	23398.4127	20221.26437	19225.28736	22085.63218	18270.68966	15672.77778	23306.11111	15483.33333	15883.88889	31777.22222	13861.66667	28736.11111	16618.33333	15037.36842	13765.78947	16923.68421	17452.52525	17003.0303	13708.92857	30123.55372	19330.99174	17986.94268	19438.58696	21450.54348	16863.04348	17113.58696	15459.78261	19734.78261	16282.6087	14161.41304	16964.13043	17952.71739	14271.73913	20426.08696	20026.08696	21770.1087	16476.08696	12397.66355	10842.99065	11305.12821	14721.53846	14769.02985	21274.29577	19603.16901
227.2	tetradecanoate (n-C14:0)	tetradecanoate (n-C14:0)_227.20	290858.4211	199442.6316	210416.3158	186854.2105	246943.6275	176867.6471	113954.902	124849.0196	213090.1961	110025.9804	120627.9412	150430.8824	261433.8235	91675.4902	165689.2157	78212.03704	106268.5185	180258.7963	244089.4309	126517.6923	141640.4412	127351.087	199532.6923	131030.7692	176721.1538	116019.2308	153459.4118	129439.4118	133566.4706	125806.4706	137620.5882	126824.1176	167541.1765	131530.5882	130822.3529	99600	141102.7778	165580	88786.31579	142395.4128	119342.0833	124474.4186	87941.15385	118125.7692	105571.4286	120189.4737	98954.88722	165248.8722	90502.25564	106053.3835	75113.15789	93089.84962	102682.7068	89879.69925	102515.0376	151493.985	137163.5338	107362.8571	84492.14286	124507.8231	194197.0199	95436.77419	111257.4074	72818.60465	104969.7619	190313.3333	161104	211849.3333	180544.3038	189868.6709	181844.5122	180901.2195	175770.122	253304.878	187106.0976	224615.8537	181735.8824	210344.7059	158553.5294	187232.3529	157081.7647	176075.8621	162270.1149	160203.9326	224585.3261	186500.6757	173889.1892	233972.973	188335.8108	165176.3514	166606.7568	166716.2162	282538.5135	463436.4865	156845.2703	154370.9459	171893.9189	171553.3784	199368.2432	188086.25	193261.875	153671.7647	142251.7647	193878.0899	165443.2584	136398.8764	137022.8723	143843.0851	150168.0851	165308.4906	140540.4545	130170.9016	200300.6329	188046.2025	231835.443	173924.0506	175611.4458	179180.1205	164059.6386	217205.4217	203717.6471	173610.5882	177888.8235	176216.4706	166458.2353	161258.2353	175332.5843	183696.0674	156293.8202	175042.6966	173074.1573	138574.7191	162637.0787	156297.7778	172695.1087	167823.913	158612.5	125107.9439	136679.1667	142887.037	130856.6964	136477.7778	175484.8684	176565.1316	192188.8158	156484.2105	284694.8718	183844.2308	274589.7436	184398.7179	229769.8718	181732.0513	182473.7179	171105.7692	170650.641	184858.6538	149107.5269	152567.2043	206851.0753	255373.6111	136833.3333	137513.3333	106732.5397	163902.8736	201368.3908	166150	138017.8161	174053.3333	167942.2222	169746.6667	173586.1111	293243.8889	166223.3333	222201.6667	187961.6667	149533.1579	150133.6842	145711.0526	136953.5354	181815.6566	150315.625	197132.6446	119554.1322	103949.0446	149201.6304	140622.2826	144445.1087	122110.3261	162175.5435	143325	162697.2826	173477.7174	136017.3913	179917.3913	198599.4565	203479.3478	188783.1522	158246.1957	177802.1739	130820.0935	141731.3084	141738.0342	96646.15385	106420.1493	109974.2958	101224.2958
228.03	5-Phospho-beta-D-ribosylamine	5-Phospho-beta-D-ribosylamine_228.03	72474.21053	104553.1579	79491.57895	82909.47368	52654.41176	75644.11765	68914.21569	70925	65406.86275	74888.72549	81614.21569	76498.03922	83822.05882	76066.17647	65496.07843	81286.57407	58482.87037	67052.77778	61688.61789	63256.92308	35649.63235	44276.81159	109454.4872	126479.4872	102260.2564	104980.1282	91466.47059	87624.70588	84220	99539.41176	86484.70588	96383.52941	97214.70588	94874.11765	87361.76471	91116.47059	97217.77778	60023.68421	80251.05263	75681.65138	58618.75	37763.95349	44941.15385	47249.61538	56629.32331	55007.14286	66656.01504	37723.30827	47280.07519	56180.82707	51484.58647	38844.73684	46740.22556	47125.93985	40360.90226	52288.34586	54566.54135	49008.92857	48412.14286	49909.52381	31876.49007	31415.16129	20939.19753	25978.48837	28256.90476	83733.33333	71548.66667	85084	102060.7595	88164.87342	54360.97561	78209.14634	42212.80488	84398.78049	78707.92683	53481.09756	86171.76471	73214.11765	60109.41176	84261.17647	70998.82353	60355.17241	54328.16092	75316.29213	63951.63043	60477.02703	65406.08108	94395.94595	76836.48649	105333.1081	87168.24324	83868.24324	84133.10811	100630.4054	104504.7297	93399.32432	82268.24324	99620.94595	99125.67568	71706.875	36662.5	65092.35294	61416.47059	58667.41573	36439.32584	65957.86517	58557.97872	58852.12766	44617.55319	44187.73585	52842.72727	48290.16393	55800.63291	30482.27848	25352.53165	64822.1519	61657.22892	50626.50602	72431.3253	79581.92771	32328.82353	57827.64706	95374.11765	65507.64706	47552.94118	61057.05882	68453.93258	56728.08989	19517.41573	55546.62921	21294.94382	50312.92135	41055.61798	44276.66667	60302.71739	59978.80435	54646.73913	47441.58879	47531.48148	28210.18519	43081.69643	30899.20635	99388.81579	61917.76316	76566.44737	112949.3421	50012.17949	74043.58974	88334.61538	75476.28205	60679.48718	40242.30769	74790.38462	92389.74359	89408.33333	63918.26923	70073.11828	70730.64516	45384.4086	38850.92593	38522.68519	47364.58333	18290.07937	84585.05747	70350.57471	76828.73563	81910.91954	80509.44444	85722.77778	63301.11111	49208.33333	86799.44444	75737.77778	84082.22222	88893.33333	70834.21053	72997.36842	72624.21053	66477.27273	78538.88889	49394.64286	43702.06612	52957.02479	39400.31847	60452.17391	61957.06522	81212.5	74423.36957	63301.08696	82307.06522	68057.06522	61334.23913	75308.69565	72797.28261	67773.36957	74826.08696	72857.06522	85293.47826	65638.58696	63425.70093	44021.02804	40678.63248	37688.84615	30146.64179	34555.98592	30048.94366
229.01	alpha-D-Ribose 1-phosphate	alpha-D-Ribose 1-phosphate_229.01	18517.36842	13462.63158	17724.21053	16175.78947	14567.15686	13921.56863	13957.35294	13459.31373	13832.35294	12339.21569	12545.09804	12446.07843	15786.76471	13059.80392	14599.01961	9726.388889	13552.31481	12796.75926	12593.90244	12006.15385	13181.98529	14032.97101	17439.10256	15959.61538	13952.5641	13612.17949	9580.588235	13513.52941	12554.11765	13790.58824	13072.94118	11161.76471	13580.58824	13143.52941	13285.88235	14662.35294	10797.22222	14255.78947	12991.57895	14485.77982	13656.25	14816.27907	17270	14206.15385	11222.18045	13365.78947	14181.20301	15203.38346	11586.46617	10716.16541	10474.06015	15742.85714	11323.68421	10760.52632	15174.81203	13320.30075	13107.14286	12012.85714	10990.71429	10335.71429	13193.70861	15429.35484	21705.55556	16898.54651	14544.04762	16338.66667	13543.33333	14016	12258.86076	13865.18987	16104.26829	14857.92683	13504.26829	11303.04878	15534.14634	12659.14634	12064.11765	12364.11765	14424.70588	9589.411765	12357.05882	13341.37931	12181.6092	12972.47191	16207.6087	15747.97297	15487.16216	14875	13566.89189	11407.43243	14186.48649	12642.56757	13487.16216	14904.72973	10602.02703	11312.83784	12452.02703	9845.27027	11770.94595	12369.375	17380.625	13410	10884.11765	13885.39326	16953.93258	10276.96629	10892.55319	12114.3617	15702.12766	10138.67925	9701.818182	14537.70492	21149.36709	19855.6962	23775.31646	14003.79747	19772.28916	16860.84337	14062.6506	15189.75904	20828.82353	19026.47059	10662.35294	17796.47059	25556.47059	14201.17647	12756.17978	17081.46067	17619.10112	18810.67416	16905.61798	13217.97753	20186.51685	17807.22222	13337.5	21173.36957	11952.71739	15706.07477	14374.07407	19227.31481	20770.98214	15135.31746	12270.39474	12207.23684	10551.97368	10804.60526	15695.51282	9780.128205	10815.38462	12067.30769	12235.25641	12422.4359	10110.89744	12476.28205	10593.58974	12350.32051	8576.344086	9667.741935	9845.698925	7670.833333	7696.296296	8223.333333	10692.46032	9117.816092	13629.88506	9208.045977	9755.172414	9116.666667	7995	8561.111111	11697.77778	13125.55556	8361.666667	19648.33333	8594.444444	8984.210526	8772.105263	9191.578947	9574.747475	8602.525253	8011.607143	13395.04132	7026.859504	5482.484076	14674.45652	11167.93478	9460.869565	8345.652174	9529.891304	10301.08696	10571.19565	10204.34783	9233.695652	11340.76087	11096.19565	12590.76087	10327.17391	9239.130435	12240.21739	8376.168224	9596.728972	7896.153846	7147.692308	7419.776119	7234.859155	7619.366197
229.01	alpha-D-Ribose 5-phosphate	alpha-D-Ribose 5-phosphate_229.01	18517.36842	13462.63158	17724.21053	16175.78947	14567.15686	13921.56863	13957.35294	13459.31373	13832.35294	12339.21569	12545.09804	12446.07843	15786.76471	13059.80392	14599.01961	9726.388889	13552.31481	12796.75926	12593.90244	12006.15385	13181.98529	14032.97101	17439.10256	15959.61538	13952.5641	13612.17949	9580.588235	13513.52941	12554.11765	13790.58824	13072.94118	11161.76471	13580.58824	13143.52941	13285.88235	14662.35294	10797.22222	14255.78947	12991.57895	14485.77982	13656.25	14816.27907	17270	14206.15385	11222.18045	13365.78947	14181.20301	15203.38346	11586.46617	10716.16541	10474.06015	15742.85714	11323.68421	10760.52632	15174.81203	13320.30075	13107.14286	12012.85714	10990.71429	10335.71429	13193.70861	15429.35484	21705.55556	16898.54651	14544.04762	16338.66667	13543.33333	14016	12258.86076	13865.18987	16104.26829	14857.92683	13504.26829	11303.04878	15534.14634	12659.14634	12064.11765	12364.11765	14424.70588	9589.411765	12357.05882	13341.37931	12181.6092	12972.47191	16207.6087	15747.97297	15487.16216	14875	13566.89189	11407.43243	14186.48649	12642.56757	13487.16216	14904.72973	10602.02703	11312.83784	12452.02703	9845.27027	11770.94595	12369.375	17380.625	13410	10884.11765	13885.39326	16953.93258	10276.96629	10892.55319	12114.3617	15702.12766	10138.67925	9701.818182	14537.70492	21149.36709	19855.6962	23775.31646	14003.79747	19772.28916	16860.84337	14062.6506	15189.75904	20828.82353	19026.47059	10662.35294	17796.47059	25556.47059	14201.17647	12756.17978	17081.46067	17619.10112	18810.67416	16905.61798	13217.97753	20186.51685	17807.22222	13337.5	21173.36957	11952.71739	15706.07477	14374.07407	19227.31481	20770.98214	15135.31746	12270.39474	12207.23684	10551.97368	10804.60526	15695.51282	9780.128205	10815.38462	12067.30769	12235.25641	12422.4359	10110.89744	12476.28205	10593.58974	12350.32051	8576.344086	9667.741935	9845.698925	7670.833333	7696.296296	8223.333333	10692.46032	9117.816092	13629.88506	9208.045977	9755.172414	9116.666667	7995	8561.111111	11697.77778	13125.55556	8361.666667	19648.33333	8594.444444	8984.210526	8772.105263	9191.578947	9574.747475	8602.525253	8011.607143	13395.04132	7026.859504	5482.484076	14674.45652	11167.93478	9460.869565	8345.652174	9529.891304	10301.08696	10571.19565	10204.34783	9233.695652	11340.76087	11096.19565	12590.76087	10327.17391	9239.130435	12240.21739	8376.168224	9596.728972	7896.153846	7147.692308	7419.776119	7234.859155	7619.366197
