coef,coef_binary,feature,ion,random,type,zscore,zscore_abs
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,-0.306744466,0.306744466
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,0.048370015,0.048370015
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,0.027680858,0.027680858
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,-0.32830752,0.32830752
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,-0.204121012,0.204121012
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,0.031115701,0.031115701
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,-0.235324381,0.235324381
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,0.027990591,0.027990591
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,-0.473839437,0.473839437
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,-0.40881138,0.40881138
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,-0.049005547,0.049005547
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,-0.381058267,0.381058267
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,-0.119707843,0.119707843
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,-0.016773871,0.016773871
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,-0.547512971,0.547512971
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,0.148368056,0.148368056
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,0.000198363,0.000198363
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,3.30721976,3.30721976
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,0.094004009,0.094004009
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,0.07422317,0.07422317
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,0.029295768,0.029295768
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,0.011053196,0.011053196
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,0.031930833,0.031930833
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,0.019226632,0.019226632
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,-0.041323664,0.041323664
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,-0.380422885,0.380422885
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,-0.061226964,0.061226964
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,0.189628545,0.189628545
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,-0.099743114,0.099743114
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,-0.090609395,0.090609395
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,-0.002151304,0.002151304
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,-0.219693335,0.219693335
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,0.226410887,0.226410887
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,-0.164493316,0.164493316
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,0.279292153,0.279292153
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,-0.151959245,0.151959245
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,-0.366515035,0.366515035
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,0.136863065,0.136863065
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,0.325438635,0.325438635
-0.216860222,Negative,YJR066W,127.05,Yes,Kinase/Phosphatase,0.343152422,0.343152422
-0.208076054,Negative,YIL035C,127.05,No,Kinase/Phosphatase,0.301831397,0.301831397
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.431367485,0.431367485
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.307974939,0.307974939
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.011656584,0.011656584
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.003862201,0.003862201
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.117109399,0.117109399
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.170323812,0.170323812
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.03214319,0.03214319
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.04457598,0.04457598
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.046666202,0.046666202
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.236875375,0.236875375
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.122030225,0.122030225
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.368021063,0.368021063
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.004983487,0.004983487
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.051422404,0.051422404
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.067037929,0.067037929
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.240369402,0.240369402
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.081841395,0.081841395
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.025545789,0.025545789
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,1.293192519,1.293192519
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.234428621,0.234428621
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.010921352,0.010921352
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.023719202,0.023719202
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.417979248,0.417979248
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.040200867,0.040200867
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.031146562,0.031146562
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.088419671,0.088419671
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.061847037,0.061847037
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.354009795,0.354009795
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.058528291,0.058528291
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.078004847,0.078004847
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.02533089,0.02533089
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.091811262,0.091811262
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.127127414,0.127127414
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.469738388,0.469738388
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.669863039,0.669863039
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.020526235,0.020526235
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.045287902,0.045287902
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.092065299,0.092065299
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.273911326,0.273911326
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.451887331,0.451887331
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.251327128,0.251327128
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.366147331,0.366147331
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.437422037,0.437422037
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.454320042,0.454320042
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.021862812,0.021862812
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.201345275,0.201345275
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.209403236,0.209403236
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.027563267,0.027563267
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.118374553,0.118374553
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.133377207,0.133377207
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.130006003,0.130006003
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.06089195,0.06089195
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.04186846,0.04186846
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.189265752,0.189265752
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.234830368,0.234830368
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.055633228,0.055633228
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.182435301,0.182435301
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.216336723,0.216336723
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.144530548,0.144530548
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.029234466,0.029234466
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.241585123,0.241585123
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.199900373,0.199900373
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.01045128,0.01045128
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.027951388,0.027951388
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.147234463,0.147234463
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.1524424,0.1524424
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.143257695,0.143257695
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.023075402,0.023075402
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.092872855,0.092872855
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.00439219,0.00439219
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.374651395,0.374651395
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.336424922,0.336424922
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.01982156,0.01982156
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.610713462,0.610713462
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.053304301,0.053304301
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.086151311,0.086151311
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.296785693,0.296785693
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.167246188,0.167246188
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.062684663,0.062684663
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.310155966,0.310155966
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.114343469,0.114343469
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.23394582,0.23394582
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.091147581,0.091147581
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.036113128,0.036113128
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.436402229,0.436402229
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.329410704,0.329410704
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.002324999,0.002324999
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.056651829,0.056651829
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.046335715,0.046335715
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.077926346,0.077926346
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.006483921,0.006483921
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.101740724,0.101740724
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.059579629,0.059579629
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.046512589,0.046512589
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.156037795,0.156037795
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.170913964,0.170913964
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.068022742,0.068022742
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.017775686,0.017775686
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,0.019549418,0.019549418
-0.208076054,Negative,YIL035C,127.05,Yes,Kinase/Phosphatase,-0.016169261,0.016169261
-0.188526636,Negative,YJL164C,171.01,No,Kinase/Phosphatase,-0.241557248,0.241557248
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.098475409,0.098475409
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.253838293,0.253838293
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.144743297,0.144743297
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.022840615,0.022840615
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.003736239,0.003736239
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.276013323,0.276013323
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.12925457,0.12925457
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.042654568,0.042654568
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.01169676,0.01169676
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.032192546,0.032192546
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.102563832,0.102563832
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.014212745,0.014212745
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.236551514,0.236551514
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.031989173,0.031989173
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.110270394,0.110270394
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.454547111,0.454547111
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.004748848,0.004748848
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.058768155,0.058768155
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.138422947,0.138422947
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.130394946,0.130394946
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.018000634,0.018000634
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.031131464,0.031131464
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.313514061,0.313514061
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.030245806,0.030245806
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.025040031,0.025040031
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.047716319,0.047716319
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.191602203,0.191602203
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.155732494,0.155732494
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.005538417,0.005538417
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.251022907,0.251022907
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.123310205,0.123310205
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.119972791,0.119972791
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.065838122,0.065838122
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,1.233439185,1.233439185
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.182369677,0.182369677
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.282189751,0.282189751
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.174547371,0.174547371
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.163162876,0.163162876
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.069764423,0.069764423
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.119882732,0.119882732
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.009491654,0.009491654
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.038147796,0.038147796
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.144388157,0.144388157
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.019003862,0.019003862
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.014829438,0.014829438
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.000724821,0.000724821
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.014796206,0.014796206
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.002552519,0.002552519
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.03229678,0.03229678
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.040775016,0.040775016
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.057582022,0.057582022
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.018284972,0.018284972
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.251642437,0.251642437
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.168811751,0.168811751
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.033262402,0.033262402
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.214550725,0.214550725
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.07725912,0.07725912
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.123557364,0.123557364
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.155036169,0.155036169
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,1.442628658,1.442628658
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.005283033,0.005283033
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.361199724,0.361199724
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.075056258,0.075056258
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.008811194,0.008811194
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.056418728,0.056418728
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.319493888,0.319493888
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.010172061,0.010172061
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.002710838,0.002710838
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.099783526,0.099783526
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.094816799,0.094816799
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.151113174,0.151113174
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.026000521,0.026000521
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.089529025,0.089529025
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.001402609,0.001402609
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.193993501,0.193993501
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.842887847,0.842887847
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.031188445,0.031188445
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.240938199,0.240938199
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.3213156,0.3213156
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.590075061,0.590075061
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.065544222,0.065544222
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.021265046,0.021265046
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.040430892,0.040430892
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.394269389,0.394269389
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.059773104,0.059773104
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.363758482,0.363758482
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.336345281,0.336345281
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.138583978,0.138583978
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.083865726,0.083865726
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.013775556,0.013775556
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.014584577,0.014584577
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.039277007,0.039277007
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.183878569,0.183878569
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.301133316,0.301133316
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.333447408,0.333447408
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.436360001,0.436360001
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.121995129,0.121995129
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.912832464,0.912832464
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,0.771731247,0.771731247
-0.188526636,Negative,YJL164C,171.01,Yes,Kinase/Phosphatase,-0.112270096,0.112270096
-0.094252284,Negative,YIL095W,606.07,No,Kinase/Phosphatase,0.621355483,0.621355483
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,-0.312305842,0.312305842
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,-1.613430268,1.613430268
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,0.259828594,0.259828594
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,0.080621673,0.080621673
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,0.13756244,0.13756244
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,-0.831977735,0.831977735
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,-0.118257792,0.118257792
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,-0.154913933,0.154913933
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,0.221665893,0.221665893
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,0.08433828,0.08433828
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,-0.044497167,0.044497167
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,-0.228006211,0.228006211
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,0.345604593,0.345604593
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,-0.131018558,0.131018558
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,0.339065215,0.339065215
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,0.01070623,0.01070623
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,-0.85106803,0.85106803
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,-0.138607165,0.138607165
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,-0.145862429,0.145862429
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,-0.194515814,0.194515814
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,-0.064840028,0.064840028
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,0.0550268,0.0550268
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,0.037468408,0.037468408
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,-0.29394897,0.29394897
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,-0.059163655,0.059163655
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,-0.277595759,0.277595759
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,0.022661293,0.022661293
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,0.2649426,0.2649426
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,-0.06860926,0.06860926
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,-0.300036412,0.300036412
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,-0.044709694,0.044709694
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,0.242070889,0.242070889
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,-0.029486503,0.029486503
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,0.271085972,0.271085972
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,0.134173161,0.134173161
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,-0.092452901,0.092452901
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,-0.052917448,0.052917448
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,-0.115270418,0.115270418
-0.094252284,Negative,YIL095W,606.07,Yes,Kinase/Phosphatase,-0.326429329,0.326429329
